name,twitter_handle,twitter_url,follower_count,cname,categories,totalProposals,totalVotes,uniqueVoters,icons,tokens,type
Instadapp,Instadapp,https://twitter.com/Instadapp,32409.0,instadapp,['Protocol'],4.0,49.0,27.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/14688/thumb/30hFM0-n_400x400.jpg?1617786420'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/14688/small/30hFM0-n_400x400.jpg?1617786420'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/14688/large/30hFM0-n_400x400.jpg?1617786420'}]","[{'adapter': 'default', 'symbol': 'inst', 'network': 'ethereum', 'contractAddress': '0x6f40d4a6237c257fff2db00fa0510deeecd303eb', 'marketPrices': [{'currency': 'usd', 'price': 1.1}]}]",DAO
Inverse Finance,InverseFinance,https://twitter.com/InverseFinance,20147.0,inverse,['Protocol'],29.0,1683.0,420.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/14205/thumb/inverse_finance.jpg?1614921871'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/14205/small/inverse_finance.jpg?1614921871'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/14205/large/inverse_finance.jpg?1614921871'}]","[{'adapter': 'default', 'symbol': 'inv', 'network': 'ethereum', 'contractAddress': '0x41d5d79431a913c4ae7d69a668ecdfe5ff9dfb68', 'marketPrices': [{'currency': 'usd', 'price': 448.73}]}]",DAO
Keeper DAO,Keeper_DAO,https://twitter.com/Keeper_DAO,26030.0,keeperdao,['Protocol'],15.0,535.0,169.0,"[{'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/13005/small/keeper_dao_logo.jpg?1604316506'}, {'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/13005/thumb/keeper_dao_logo.jpg?1604316506'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/13005/large/keeper_dao_logo.jpg?1604316506'}]","[{'adapter': 'default', 'symbol': 'rook', 'network': 'ethereum', 'contractAddress': '0xfa5047c9c78b8877af97bdcb85db743fd7313d4a', 'marketPrices': [{'currency': 'usd', 'price': 109.08}]}]",DAO
Kleros,Kleros_io,https://twitter.com/Kleros_io,22464.0,kleros,['Protocol'],12.0,448.0,188.0,"[{'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/3833/large/kleros.png?1547975322'}, {'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/3833/thumb/kleros.png?1547975322'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/3833/small/kleros.png?1547975322'}]","[{'adapter': 'default', 'symbol': 'pnk', 'network': 'ethereum', 'contractAddress': '0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d', 'marketPrices': [{'currency': 'usd', 'price': 0.09284}]}]",DAO
Klima DAO,KlimaDAO,https://twitter.com/KlimaDAO,69484.0,klimadao,['Service'],12.0,8437.0,4133.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/19169/thumb/klima-logo.png?1634606729'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/19169/small/klima-logo.png?1634606729'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/19169/large/klima-logo.png?1634606729'}]","[{'adapter': 'default', 'symbol': 'klima', 'network': 'polygon-pos', 'contractAddress': '0x4e78011ce80ee02d2c3e649fb657e45898257815', 'marketPrices': [{'currency': 'usd', 'price': 27.95}]}]",DAO
Krause House,KrauseHouseDAO,https://twitter.com/KrauseHouseDAO,10998.0,krausehouse,['Uncategorized'],37.0,1932.0,452.0,"[{'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/21022/small/-HEQTtGz_400x400.png?1638193269'}, {'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/21022/thumb/-HEQTtGz_400x400.png?1638193269'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/21022/large/-HEQTtGz_400x400.png?1638193269'}]","[{'adapter': 'default', 'symbol': '$KRAUSE', 'network': 'ethereum', 'contractAddress': '0x9f6f91078a5072a8b54695dafa2374ab3ccd603b', 'marketPrices': [{'currency': 'usd', 'price': 0.529717}]}]",DAO
MantraDAO,MANTRADAO,https://twitter.com/MANTRADAO,56769.0,mantraDao,['Protocol'],75.0,2356.0,688.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/12151/thumb/OM_3D_whtbg.png?1598332353'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/12151/small/OM_3D_whtbg.png?1598332353'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/12151/large/OM_3D_whtbg.png?1598332353'}]","[{'adapter': 'default', 'symbol': 'om', 'network': 'ethereum', 'contractAddress': '0x3593d125a4f7849a1b059e64f4517a86dd60c95d', 'marketPrices': [{'currency': 'usd', 'price': 0.104131}]}]",DAO
mStable,mstable_,https://twitter.com/mstable_,26089.0,mstable,['Protocol'],102.0,9245.0,2044.0,"[{'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/11846/small/mStable.png?1594950533'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/11846/large/mStable.png?1594950533'}, {'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/11846/thumb/mStable.png?1594950533'}]","[{'adapter': 'default', 'symbol': 'mta', 'network': 'ethereum', 'contractAddress': '0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2', 'marketPrices': [{'currency': 'usd', 'price': 0.63415}]}]",DAO
OOKI,OokiTrade,https://twitter.com/OokiTrade,47820.0,ooki,['Uncategorized'],10.0,186.0,80.0,"[{'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/11811/small/bzrx.png?1594563172'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/11811/large/bzrx.png?1594563172'}, {'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/11811/thumb/bzrx.png?1594563172'}]","[{'adapter': 'default', 'symbol': 'bzrx', 'network': 'ethereum', 'contractAddress': '0x56d811088235f11c8920698a204a5010a788f4b3', 'marketPrices': [{'currency': 'usd', 'price': 0.237276}]}]",DAO
OpenDAO,The_OpenDAO,https://twitter.com/The_OpenDAO,159306.0,opendao,['Social'],9.0,8482.0,5224.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/21956/thumb/fo42wXI6_400x400.jpg?1640373810'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/21956/small/fo42wXI6_400x400.jpg?1640373810'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/21956/large/fo42wXI6_400x400.jpg?1640373810'}]","[{'adapter': 'default', 'symbol': 'sos', 'network': 'ethereum', 'contractAddress': '0x3b484b82567a09e2588a13d54d032153f0c0aee0', 'marketPrices': [{'currency': 'usd', 'price': 2.73e-06}]}]",DAO
Perpetual Protocol,perpprotocol,https://twitter.com/perpprotocol,38029.0,perpetualprotocol,['Protocol'],20.0,1456.0,517.0,"[{'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/12381/large/60d18e06844a844ad75901a9_mark_only_03.png?1628674771'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/12381/small/60d18e06844a844ad75901a9_mark_only_03.png?1628674771'}, {'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/12381/thumb/60d18e06844a844ad75901a9_mark_only_03.png?1628674771'}]","[{'adapter': 'default', 'symbol': 'perp', 'network': 'ethereum', 'contractAddress': '0xbc396689893d065f41bc2c6ecbee5e0085233447', 'marketPrices': [{'currency': 'usd', 'price': 6.13}]}]",DAO
PieDAO,PieDAO_DeFi,https://twitter.com/PieDAO_DeFi,15834.0,piedao,['Protocol'],71.0,4804.0,706.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/12693/thumb/DOUGH2v.png?1602655308'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/12693/small/DOUGH2v.png?1602655308'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/12693/large/DOUGH2v.png?1602655308'}]","[{'adapter': 'default', 'symbol': 'dough', 'network': 'ethereum', 'contractAddress': '0xad32a8e6220741182940c5abf610bde99e737b2d', 'marketPrices': [{'currency': 'usd', 'price': 0.268252}]}]",DAO
PoolTogether,PoolTogether_,https://twitter.com/PoolTogether_,37257.0,pooltogether,['Protocol'],29.0,782.0,354.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/14003/thumb/PoolTogether.png?1613585632'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/14003/small/PoolTogether.png?1613585632'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/14003/large/PoolTogether.png?1613585632'}]","[{'adapter': 'default', 'symbol': 'pool', 'network': 'ethereum', 'contractAddress': '0x0cec1a9154ff802e7934fc916ed7ca50bde6844e', 'marketPrices': [{'currency': 'usd', 'price': 3.01}]}]",DAO
Powerpool,powerpoolcvp,https://twitter.com/powerpoolcvp,30229.0,powerpool,['Protocol'],0.0,0.0,0.0,"[{'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/12266/small/Powerpool.jpg?1598621373'}, {'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/12266/thumb/Powerpool.jpg?1598621373'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/12266/large/Powerpool.jpg?1598621373'}]","[{'adapter': 'default', 'symbol': 'cvp', 'network': 'ethereum', 'contractAddress': '0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1', 'marketPrices': [{'currency': 'usd', 'price': 1.15}]}]",DAO
Premia,PremiaFinance,https://twitter.com/PremiaFinance,12808.0,premia,['Uncategorized'],28.0,891.0,405.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/13962/thumb/apple-touch-icon.png?1623679482'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/13962/small/apple-touch-icon.png?1623679482'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/13962/large/apple-touch-icon.png?1623679482'}]","[{'adapter': 'default', 'symbol': 'premia', 'network': 'ethereum', 'contractAddress': '0x6399c842dd2be3de30bf99bc7d1bbf6fa3650e70', 'marketPrices': [{'currency': 'usd', 'price': 2.04}]}]",DAO
PrimeDAO,PrimeDAO_,https://twitter.com/PrimeDAO_,6899.0,primedao,['Product'],29.0,171.0,25.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/21609/thumb/RJD82RrV_400x400.jpg?1639559164'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/21609/small/RJD82RrV_400x400.jpg?1639559164'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/21609/large/RJD82RrV_400x400.jpg?1639559164'}]","[{'adapter': 'default', 'symbol': 'd2d', 'network': 'ethereum', 'contractAddress': '0x43d4a3cd90ddd2f8f4f693170c9c8098163502ad', 'marketPrices': [{'currency': 'usd', 'price': 0.273122}]}]",DAO
Radicle,radicle,https://twitter.com/radicle,27713.0,radicle,['Social'],5.0,76.0,67.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/14013/thumb/radicle.png?1614402918'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/14013/large/radicle.png?1614402918'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/14013/small/radicle.png?1614402918'}]","[{'adapter': 'default', 'symbol': 'rad', 'network': 'ethereum', 'contractAddress': '0x31c8eacbffdd875c74b94b077895bd78cf1e64a3', 'marketPrices': [{'currency': 'usd', 'price': 5.53}]}]",DAO
Rally,rally_io,https://twitter.com/rally_io,35959.0,rally,['Product'],198.0,2595.0,477.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/12843/thumb/image.png?1611212077'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/12843/small/image.png?1611212077'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/12843/large/image.png?1611212077'}]","[{'adapter': 'default', 'symbol': 'rly', 'network': 'ethereum', 'contractAddress': '0xf1f955016ecbcd7321c7266bccfb96c68ea5e49b', 'marketPrices': [{'currency': 'usd', 'price': 0.235997}]}]",DAO
RariCapital,RariCapital,https://twitter.com/RariCapital,48467.0,rari,['Protocol'],143.0,4344.0,1068.0,"[{'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/12900/large/Rari_Logo_Transparent.png?1613978014'}, {'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/12900/thumb/Rari_Logo_Transparent.png?1613978014'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/12900/small/Rari_Logo_Transparent.png?1613978014'}]","[{'adapter': 'default', 'symbol': 'rgt', 'network': 'ethereum', 'contractAddress': '0xd291e7a03283640fdc51b121ac401383a46cc623', 'marketPrices': [{'currency': 'usd', 'price': 20.21}]}]",DAO
seen.haus,seen_haus,https://twitter.com/seen_haus,7413.0,seen,['Product'],7.0,235.0,134.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/13052/thumb/seen_logo.png?1604678509'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/13052/small/seen_logo.png?1604678509'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/13052/large/seen_logo.png?1604678509'}]","[{'adapter': 'default', 'symbol': 'seen', 'network': 'ethereum', 'contractAddress': '0xca3fe04c7ee111f0bbb02c328c699226acf9fd33', 'marketPrices': [{'currency': 'usd', 'price': 1.98}]}]",DAO
ShapeShift,ShapeShift_io,https://twitter.com/ShapeShift_io,112904.0,shapeshift,['Protocol'],54.0,6705.0,1163.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/9988/thumb/FOX.png?1574330622'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/9988/small/FOX.png?1574330622'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/9988/large/FOX.png?1574330622'}]","[{'adapter': 'default', 'symbol': 'fox', 'network': 'ethereum', 'contractAddress': '0xc770eefad204b5180df6a14ee197d99d808ee52d', 'marketPrices': [{'currency': 'usd', 'price': 0.337137}]}]",DAO
Synthetix,synthetix_io,https://twitter.com/synthetix_io,188018.0,synthetix,['Protocol'],259.0,1713.0,178.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/3406/thumb/SNX.png?1598631139'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/3406/small/SNX.png?1598631139'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/3406/large/SNX.png?1598631139'}]","[{'adapter': 'default', 'symbol': 'snx', 'network': 'ethereum', 'contractAddress': '0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f', 'marketPrices': [{'currency': 'usd', 'price': 4.99}]}]",DAO
TheGraph,graphprotocol,https://twitter.com/graphprotocol,209560.0,graphprotocol,['Protocol'],4.0,1195.0,762.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/13397/thumb/Graph_Token.png?1608145566'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/13397/small/Graph_Token.png?1608145566'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/13397/large/Graph_Token.png?1608145566'}]","[{'adapter': 'default', 'symbol': 'grt', 'network': 'ethereum', 'contractAddress': '0xc944e90c64b2c07662a292be6244bdf05cda44a7', 'marketPrices': [{'currency': 'usd', 'price': 0.426534}]}]",DAO
Tokenlon,tokenlon,https://twitter.com/tokenlon,10971.0,tokenlon,['Uncategorized'],34.0,1666.0,1022.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/13454/thumb/lon_logo.png?1608701720'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/13454/small/lon_logo.png?1608701720'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/13454/large/lon_logo.png?1608701720'}]","[{'adapter': 'default', 'symbol': 'lon', 'network': 'ethereum', 'contractAddress': '0x0000000000095413afc295d19edeb1ad7b71c952', 'marketPrices': [{'currency': 'usd', 'price': 1.17}]}]",DAO
Tornado Cash,TornadoCash,https://twitter.com/TornadoCash,37230.0,tornadocash,['Protocol'],9.0,361.0,244.0,"[{'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/13496/large/ZINt8NSB_400x400.jpg?1609193407'}, {'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/13496/thumb/ZINt8NSB_400x400.jpg?1609193407'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/13496/small/ZINt8NSB_400x400.jpg?1609193407'}]","[{'adapter': 'default', 'symbol': 'torn', 'network': 'ethereum', 'contractAddress': '0x77777feddddffc19ff86db637967013e6c6a116c', 'marketPrices': [{'currency': 'usd', 'price': 24.26}]}]",DAO
TrueFi,TrustToken,https://twitter.com/TrustToken,37326.0,truefigov,['Protocol'],35.0,447.0,141.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/13180/thumb/truefi_glyph_color.png?1617610941'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/13180/small/truefi_glyph_color.png?1617610941'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/13180/large/truefi_glyph_color.png?1617610941'}]","[{'adapter': 'default', 'symbol': 'tru', 'network': 'ethereum', 'contractAddress': '0x4c19596f5aaff459fa38b0f7ed92f11ae6543784', 'marketPrices': [{'currency': 'usd', 'price': 0.226597}]}]",DAO
Uniswap,Uniswap,https://twitter.com/Uniswap,842828.0,uniswap,['Protocol'],9.0,1631.0,1230.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/12504/thumb/uniswap-uni.png?1600306604'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/12504/small/uniswap-uni.png?1600306604'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/12504/large/uniswap-uni.png?1600306604'}]","[{'adapter': 'default', 'symbol': 'uni', 'network': 'ethereum', 'contractAddress': '0x1f9840a85d5af5bf1d1762f925bdaddc4201f984', 'marketPrices': [{'currency': 'usd', 'price': 10.86}]}]",DAO
Vesper,VesperFi,https://twitter.com/VesperFi,20023.0,vsp,['Uncategorized'],17.0,1212.0,470.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/13527/thumb/vesper_logo.jpg?1609399927'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/13527/small/vesper_logo.jpg?1609399927'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/13527/large/vesper_logo.jpg?1609399927'}]","[{'adapter': 'default', 'symbol': 'vsp', 'network': 'ethereum', 'contractAddress': '0x1b40183efb4dd766f11bda7a7c3ad8982e998421', 'marketPrices': [{'currency': 'usd', 'price': 2.7}]}]",DAO
Visor,VisorFinance,https://twitter.com/VisorFinance,169.0,visor,['Uncategorized'],0.0,0.0,0.0,"[{'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/14381/large/visor_logo.png?1615782828'}, {'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/14381/thumb/visor_logo.png?1615782828'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/14381/small/visor_logo.png?1615782828'}]","[{'adapter': 'default', 'symbol': 'visr', 'network': 'ethereum', 'contractAddress': '0xf938424f7210f31df2aee3011291b658f872e91e', 'marketPrices': [{'currency': 'usd', 'price': 0.00129639}]}]",DAO
WGMI,wgmi4thepeople,https://twitter.com/wgmi4thepeople,4378.0,wgmi,['Uncategorized'],1.0,1.0,1.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/20330/thumb/0lXK3XOJ_400x400.jpg?1636925939'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/20330/small/0lXK3XOJ_400x400.jpg?1636925939'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/20330/large/0lXK3XOJ_400x400.jpg?1636925939'}]","[{'adapter': 'default', 'symbol': 'wgmi', 'network': 'ethereum', 'contractAddress': '0x20f6a313cb250062331fe70b9567e3ee5f01888b', 'marketPrices': [{'currency': 'usd', 'price': 1.73e-06}]}]",DAO
yfBeta,yfBeta,https://twitter.com/yfBeta,1630.0,yfbeta,['Protocol'],14.0,708.0,324.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/12325/thumb/yfbeta_logo.jpg?1599096612'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/12325/small/yfbeta_logo.jpg?1599096612'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/12325/large/yfbeta_logo.jpg?1599096612'}]","[{'adapter': 'default', 'symbol': 'yfbeta', 'network': 'ethereum', 'contractAddress': '0x89ee58af4871b474c30001982c3d7439c933c838', 'marketPrices': [{'currency': 'usd', 'price': 4.27}]}]",DAO
Yup,yup_io,https://twitter.com/yup_io,6544.0,yup,['Product'],14.0,36.0,27.0,"[{'adapter': 'default', 'size': 'thumb', 'url': 'https://assets.coingecko.com/coins/images/12322/thumb/photo_2021-10-26_00-47-35.jpg?1635227479'}, {'adapter': 'default', 'size': 'small', 'url': 'https://assets.coingecko.com/coins/images/12322/small/photo_2021-10-26_00-47-35.jpg?1635227479'}, {'adapter': 'default', 'size': 'large', 'url': 'https://assets.coingecko.com/coins/images/12322/large/photo_2021-10-26_00-47-35.jpg?1635227479'}]","[{'adapter': 'default', 'symbol': 'yup', 'network': 'ethereum', 'contractAddress': '0x69bbc3f8787d573f1bbdd0a5f40c7ba0aee9bcc9', 'marketPrices': [{'currency': 'usd', 'price': 0.338765}]}]",DAO
